order_id,household_id,shipper_id,name,order_date,status
359,4,55,"Phasellus id sapien in sapien iaculis congue.",2021-09-10,Delivering
360,285,11,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",2021-10-22,Closed
361,540,106,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",2021-07-06,Rejected
362,324,4,"Etiam justo.",2021-08-15,Closed
363,76,61,"Mauris lacinia sapien quis libero.",2021-08-15,Rejected
364,627,84,"Curabitur convallis.",2021-09-15,New
365,509,66,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2021-08-11,Rejected
366,517,21,"Vivamus in felis eu sapien cursus vestibulum.",2021-10-02,Delivering
367,765,20,"Nullam molestie nibh in lectus.",2021-10-18,New
368,206,159,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2021-07-05,Delivering
369,103,52,"Integer a nibh.",2021-07-02,Accepted
370,447,124,"Vivamus tortor.",2021-09-26,Closed
371,637,124,"Integer a nibh.",2021-07-29,New
372,843,99,"Nulla nisl.",2021-08-09,Accepted
373,555,197,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",2021-08-13,Rejected
374,897,150,"Morbi non quam nec dui luctus rutrum.",2021-10-21,Delivering
375,411,165,"Aenean auctor gravida sem.",2021-08-07,Delivering
376,281,187,"In eleifend quam a odio.",2021-07-16,Accepted
377,280,5,"Aenean fermentum.",2021-08-09,New
378,921,72,"Aenean fermentum.",2021-07-07,Closed
379,248,171,"Aenean fermentum.",2021-08-30,New
380,467,166,"Nulla tellus.",2021-07-03,Rejected
381,472,140,"Proin eu mi.",2021-08-11,Delivering
382,668,144,"Ut tellus.",2021-08-07,Rejected
383,837,156,"Maecenas tincidunt lacus at velit.",2021-10-17,New
384,677,118,"Vestibulum rutrum rutrum neque.",2021-07-11,Closed
385,744,115,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2021-08-30,Accepted
386,373,43,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2021-07-30,New
387,458,64,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",2021-08-27,Delivering
388,17,111,"Aliquam non mauris.",2021-09-30,Closed
389,968,198,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",2021-08-17,New
390,139,39,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2021-09-25,Accepted
391,807,34,"Donec dapibus.",2021-08-26,New
392,857,71,"Nulla facilisi.",2021-10-05,Rejected
393,467,176,"Cras in purus eu magna vulputate luctus.",2021-07-09,Delivering
394,960,76,"Nulla ut erat id mauris vulputate elementum.",2021-09-20,Delivering
395,837,161,"Duis mattis egestas metus.",2021-10-15,Closed
396,618,186,"Nunc nisl.",2021-10-02,Accepted
397,808,105,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",2021-10-19,Delivering
398,537,83,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2021-07-31,Delivering
399,496,81,"Nulla justo.",2021-08-22,Closed
400,292,110,"Vestibulum rutrum rutrum neque.",2021-10-13,Delivering
401,849,157,"Pellentesque eget nunc.",2021-09-09,Accepted
402,982,22,"Cras pellentesque volutpat dui.",2021-10-15,Closed
403,834,187,"Pellentesque at nulla.",2021-10-15,Closed
404,269,108,"Etiam faucibus cursus urna.",2021-08-11,Closed
405,812,79,"Integer a nibh.",2021-10-06,New
406,89,50,"Maecenas tincidunt lacus at velit.",2021-09-24,Rejected
407,336,71,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2021-08-29,Delivering
408,9,58,"Quisque id justo sit amet sapien dignissim vestibulum.",2021-08-26,Delivering
409,692,104,"Donec vitae nisi.",2021-08-08,Rejected
410,578,55,"Morbi porttitor lorem id ligula.",2021-07-18,Rejected
411,709,16,"Curabitur convallis.",2021-08-24,Delivering
412,164,108,"Suspendisse potenti.",2021-07-04,Accepted
413,265,74,"Curabitur gravida nisi at nibh.",2021-07-17,New
414,54,54,"Sed vel enim sit amet nunc viverra dapibus.",2021-08-17,Rejected
415,824,17,"In hac habitasse platea dictumst.",2021-07-30,Rejected
416,409,181,"Cras in purus eu magna vulputate luctus.",2021-07-04,New
417,256,153,"Mauris sit amet eros.",2021-07-30,Delivering
418,186,166,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",2021-09-15,Accepted
419,824,78,"In eleifend quam a odio.",2021-09-15,Accepted
420,686,132,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",2021-08-24,Closed
421,878,73,"Pellentesque ultrices mattis odio.",2021-07-20,Delivering
422,381,77,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2021-10-14,New
423,647,33,"Integer non velit.",2021-07-11,Closed
424,695,43,"In hac habitasse platea dictumst.",2021-07-12,Rejected
425,373,38,"Pellentesque ultrices mattis odio.",2021-09-08,Accepted
426,771,35,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",2021-09-30,Rejected
427,294,165,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",2021-08-24,New
428,808,96,"Maecenas tincidunt lacus at velit.",2021-09-14,Delivering
429,46,139,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",2021-07-19,Accepted
430,250,95,"Proin at turpis a pede posuere nonummy.",2021-07-05,Accepted
431,524,113,"Aenean sit amet justo.",2021-10-03,Rejected
432,403,150,"Sed ante.",2021-09-26,Closed
433,701,144,"Duis mattis egestas metus.",2021-09-04,Closed
434,346,144,"Aenean lectus.",2021-10-08,Delivering
435,286,36,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2021-10-16,Delivering
436,265,71,"Etiam faucibus cursus urna.",2021-07-22,Closed
437,568,87,"Vivamus in felis eu sapien cursus vestibulum.",2021-10-09,Accepted
438,341,18,"Cras non velit nec nisi vulputate nonummy.",2021-08-24,Closed
439,837,120,"Etiam justo.",2021-08-07,Accepted
440,4,52,"Aenean auctor gravida sem.",2021-08-06,Closed
441,609,109,"Etiam pretium iaculis justo.",2021-10-14,Rejected
442,981,56,"Sed sagittis.",2021-08-06,Rejected
443,909,55,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2021-09-26,New
444,926,174,"Quisque porta volutpat erat.",2021-07-13,Accepted
445,667,41,"Praesent blandit lacinia erat.",2021-10-17,New
446,602,133,"Nulla justo.",2021-07-02,Closed
447,860,61,"Pellentesque viverra pede ac diam.",2021-07-21,New
448,761,66,"In quis justo.",2021-08-22,Closed
449,373,151,"Nulla suscipit ligula in lacus.",2021-09-13,Closed
450,154,46,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",2021-09-26,Closed
451,197,34,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",2021-10-16,New
452,842,91,"Nunc nisl.",2021-07-22,Closed
453,579,151,"Nulla facilisi.",2021-08-29,Closed
454,121,80,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",2021-10-17,New
455,166,200,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2021-07-15,Rejected
456,858,169,"In congue.",2021-10-15,Accepted
457,415,164,"Donec quis orci eget orci vehicula condimentum.",2021-10-03,Delivering
458,939,191,"Nullam varius.",2021-09-19,Delivering
459,117,12,"Cras non velit nec nisi vulputate nonummy.",2021-08-14,Accepted
460,371,57,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",2021-07-07,Accepted
461,473,196,"Vivamus vestibulum sagittis sapien.",2021-08-07,Delivering
462,474,146,"Duis ac nibh.",2021-09-03,Delivering
463,8,108,"Aliquam erat volutpat.",2021-09-18,Accepted
464,627,183,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",2021-07-16,Accepted
465,424,54,"Nulla tempus.",2021-10-01,Accepted
466,272,134,"Curabitur gravida nisi at nibh.",2021-07-07,Closed
467,102,110,"Cras in purus eu magna vulputate luctus.",2021-10-03,Accepted
468,679,198,"Maecenas tincidunt lacus at velit.",2021-10-11,Delivering
469,913,34,"Morbi porttitor lorem id ligula.",2021-07-06,Closed
470,971,200,"Phasellus sit amet erat.",2021-09-24,Closed
471,120,149,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",2021-10-06,Rejected
472,657,78,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2021-10-03,Rejected
473,360,198,"Etiam vel augue.",2021-10-23,Rejected
474,676,67,"Nunc nisl.",2021-07-29,Accepted
475,28,45,"Duis ac nibh.",2021-09-17,Delivering
476,949,144,"Maecenas tincidunt lacus at velit.",2021-07-09,Rejected
477,218,47,"Curabitur in libero ut massa volutpat convallis.",2021-07-12,New
478,397,124,"Nulla ut erat id mauris vulputate elementum.",2021-10-04,Rejected
479,781,141,"Donec semper sapien a libero.",2021-07-09,New
480,369,24,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2021-09-25,Accepted
481,675,137,"Aenean lectus.",2021-10-20,New
482,700,13,"Phasellus sit amet erat.",2021-07-10,Rejected
483,623,31,"Quisque id justo sit amet sapien dignissim vestibulum.",2021-09-27,New
484,548,129,"Morbi vel lectus in quam fringilla rhoncus.",2021-08-15,Closed
485,532,24,"Donec ut mauris eget massa tempor convallis.",2021-08-01,Accepted
486,758,176,"Nunc nisl.",2021-10-23,New
487,59,96,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",2021-09-24,Delivering
488,922,78,"Nulla tellus.",2021-07-04,Closed
489,131,63,"Morbi porttitor lorem id ligula.",2021-10-21,Delivering
490,134,53,"Morbi quis tortor id nulla ultrices aliquet.",2021-07-11,Accepted
491,355,25,"Ut tellus.",2021-08-23,Rejected
492,840,62,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2021-09-23,Closed
493,386,188,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2021-07-12,New
494,252,130,"Pellentesque ultrices mattis odio.",2021-09-15,Accepted
495,914,7,"Proin risus.",2021-08-14,Accepted
496,165,7,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",2021-07-06,Accepted
497,946,142,"Cras in purus eu magna vulputate luctus.",2021-08-16,New
498,829,90,"Sed ante.",2021-09-12,Closed
499,380,26,"Nulla ut erat id mauris vulputate elementum.",2021-09-28,New
500,907,11,"Fusce consequat.",2021-07-06,Rejected
501,60,77,"Aliquam quis turpis eget elit sodales scelerisque.",2021-07-08,New
502,49,80,"Nullam sit amet turpis elementum ligula vehicula consequat.",2021-07-16,Delivering
503,560,110,"Morbi quis tortor id nulla ultrices aliquet.",2021-08-17,Accepted
504,384,170,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2021-09-05,New
505,431,120,"Curabitur at ipsum ac tellus semper interdum.",2021-09-15,Closed
506,274,30,"Integer a nibh.",2021-09-06,Closed
507,504,50,"Curabitur in libero ut massa volutpat convallis.",2021-08-29,Closed
508,676,185,"Praesent lectus.",2021-07-15,New
509,157,13,"Morbi a ipsum.",2021-07-03,Delivering
510,536,186,"Nullam porttitor lacus at turpis.",2021-09-29,Closed
511,914,152,"Nullam porttitor lacus at turpis.",2021-10-17,New
512,53,133,"Vestibulum rutrum rutrum neque.",2021-09-25,Accepted
513,213,173,"Quisque porta volutpat erat.",2021-07-24,New
514,162,9,"Duis consequat dui nec nisi volutpat eleifend.",2021-10-04,Delivering
515,133,113,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",2021-09-04,Accepted
516,266,137,"Proin risus.",2021-07-11,Closed
517,307,81,"Nulla nisl.",2021-10-15,Closed
518,558,148,"Donec ut mauris eget massa tempor convallis.",2021-09-16,Delivering
519,935,120,"Nam nulla.",2021-07-19,New
520,97,196,"In hac habitasse platea dictumst.",2021-08-02,New
521,596,86,"Integer tincidunt ante vel ipsum.",2021-07-14,Delivering
522,877,79,"Vestibulum ac est lacinia nisi venenatis tristique.",2021-10-17,Delivering
523,586,90,"In eleifend quam a odio.",2021-09-08,Closed
524,567,136,"Aliquam quis turpis eget elit sodales scelerisque.",2021-07-31,New
525,393,35,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",2021-07-05,New
526,885,155,"Phasellus id sapien in sapien iaculis congue.",2021-07-10,Delivering
527,791,155,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",2021-09-25,Rejected
528,799,105,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",2021-08-30,Delivering
529,446,149,"Duis consequat dui nec nisi volutpat eleifend.",2021-08-19,Closed
530,545,79,"Fusce consequat.",2021-07-19,New
531,148,65,"Suspendisse potenti.",2021-07-17,Rejected
532,7,14,"Sed sagittis.",2021-10-13,Closed
533,371,194,"Duis mattis egestas metus.",2021-07-18,Closed
534,554,11,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2021-08-21,Closed
535,341,182,"Ut tellus.",2021-08-17,Rejected
536,649,128,"Vivamus vel nulla eget eros elementum pellentesque.",2021-07-20,Rejected
537,148,13,"In hac habitasse platea dictumst.",2021-08-25,Delivering
538,414,115,"Mauris lacinia sapien quis libero.",2021-09-27,Accepted
539,617,82,"Aliquam sit amet diam in magna bibendum imperdiet.",2021-10-01,Closed
540,69,10,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",2021-10-21,Delivering
541,124,56,"Curabitur at ipsum ac tellus semper interdum.",2021-07-10,Closed
542,89,110,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",2021-10-06,Accepted
543,738,24,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",2021-09-30,Delivering
544,142,64,"Etiam vel augue.",2021-07-05,Delivering
545,726,107,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2021-08-05,New
546,88,161,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",2021-07-23,Delivering
547,434,197,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",2021-09-06,Accepted
548,303,34,"Curabitur convallis.",2021-09-01,Delivering
549,111,126,"Curabitur in libero ut massa volutpat convallis.",2021-08-14,New
550,110,132,"Proin risus.",2021-08-04,New
551,459,16,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",2021-10-21,Accepted
552,674,145,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",2021-09-07,Rejected
553,629,108,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2021-08-31,Closed
554,48,41,"Aenean sit amet justo.",2021-08-25,Closed
555,969,119,"Duis consequat dui nec nisi volutpat eleifend.",2021-07-12,New
556,12,131,"Etiam faucibus cursus urna.",2021-09-20,New
557,702,24,"Pellentesque eget nunc.",2021-08-08,Delivering
558,688,83,"Etiam pretium iaculis justo.",2021-10-08,Accepted
559,747,94,"Fusce consequat.",2021-09-07,Delivering
560,871,90,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2021-09-16,New
561,768,45,"Duis at velit eu est congue elementum.",2021-08-09,Delivering
562,193,188,"Morbi non quam nec dui luctus rutrum.",2021-09-16,Closed
563,220,144,"Integer tincidunt ante vel ipsum.",2021-07-01,Closed
564,347,51,"Duis consequat dui nec nisi volutpat eleifend.",2021-08-26,Delivering
565,809,98,"Proin interdum mauris non ligula pellentesque ultrices.",2021-07-07,Delivering
566,231,64,"Curabitur in libero ut massa volutpat convallis.",2021-10-17,New
567,563,71,"Vestibulum rutrum rutrum neque.",2021-08-20,Closed
568,971,179,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2021-10-20,Rejected
569,149,172,"Duis at velit eu est congue elementum.",2021-08-15,Closed
570,345,49,"Nullam porttitor lacus at turpis.",2021-09-25,Rejected
571,736,43,"Nulla ut erat id mauris vulputate elementum.",2021-10-21,Rejected
572,415,137,"Ut at dolor quis odio consequat varius.",2021-09-12,Rejected
573,384,50,"Donec quis orci eget orci vehicula condimentum.",2021-10-07,New
574,961,154,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2021-07-21,Accepted
575,277,54,"Aenean sit amet justo.",2021-09-20,Delivering
576,43,74,"Aliquam sit amet diam in magna bibendum imperdiet.",2021-10-13,Delivering
577,589,47,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",2021-10-08,Rejected
578,809,27,"Sed accumsan felis.",2021-09-16,Rejected
579,683,25,"Nulla suscipit ligula in lacus.",2021-08-19,Delivering
580,30,181,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",2021-10-06,Delivering
581,996,32,"Donec vitae nisi.",2021-08-23,Rejected
582,389,182,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",2021-09-14,Delivering
583,248,2,"In hac habitasse platea dictumst.",2021-09-30,Closed
584,859,9,"Etiam vel augue.",2021-09-05,New
585,46,49,"Integer ac neque.",2021-10-06,Rejected
586,603,71,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",2021-09-20,Delivering
587,256,112,"Cras pellentesque volutpat dui.",2021-08-28,Delivering
588,911,114,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",2021-09-08,Rejected
589,235,70,"Nunc rhoncus dui vel sem.",2021-09-19,Accepted
590,870,112,"Morbi porttitor lorem id ligula.",2021-09-12,New
591,22,140,"Curabitur convallis.",2021-10-13,Rejected
592,567,94,"Phasellus sit amet erat.",2021-07-04,New
593,869,161,"Donec quis orci eget orci vehicula condimentum.",2021-07-17,Closed
594,351,93,"Mauris ullamcorper purus sit amet nulla.",2021-07-26,New
595,912,9,"Cras in purus eu magna vulputate luctus.",2021-08-11,New
596,414,164,"Duis ac nibh.",2021-07-10,Accepted
597,975,112,"Pellentesque ultrices mattis odio.",2021-07-13,New
598,674,171,"Sed sagittis.",2021-08-18,Closed
599,302,82,"Aenean auctor gravida sem.",2021-08-24,New
600,709,12,"Donec quis orci eget orci vehicula condimentum.",2021-10-23,New
601,873,168,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2021-07-02,Rejected
602,755,197,"In sagittis dui vel nisl.",2021-09-29,Accepted
603,755,155,"Duis bibendum.",2021-10-20,Accepted
604,163,48,"Phasellus in felis.",2021-08-31,Accepted
605,833,188,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2021-08-20,Accepted
606,308,27,"Donec quis orci eget orci vehicula condimentum.",2021-09-28,Delivering
607,604,189,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2021-08-16,Closed
608,879,12,"Vivamus tortor.",2021-10-07,Closed
609,722,73,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2021-08-23,Closed
610,368,44,"Quisque porta volutpat erat.",2021-10-10,Delivering
611,307,118,"Ut tellus.",2021-07-24,Rejected
612,326,2,"Donec ut dolor.",2021-07-26,Closed
613,744,117,"Etiam justo.",2021-07-24,New
614,614,150,"Donec quis orci eget orci vehicula condimentum.",2021-10-21,Accepted
615,764,106,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",2021-07-26,Accepted
616,284,80,"Morbi non lectus.",2021-08-05,Accepted
617,762,13,"Mauris lacinia sapien quis libero.",2021-08-13,New
618,256,151,"Cras in purus eu magna vulputate luctus.",2021-08-27,Rejected
619,715,180,"Morbi non lectus.",2021-08-26,Accepted
620,948,134,"Suspendisse potenti.",2021-08-09,Closed
621,879,79,"Maecenas rhoncus aliquam lacus.",2021-07-27,Rejected
622,220,178,"Phasellus in felis.",2021-07-31,New
623,370,77,"Nulla facilisi.",2021-10-04,New
624,438,141,"Vivamus vestibulum sagittis sapien.",2021-07-07,Accepted
625,222,113,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",2021-07-14,Accepted
626,511,23,"Etiam vel augue.",2021-09-28,New
627,456,63,"Vivamus vestibulum sagittis sapien.",2021-10-19,New
628,329,181,"Fusce posuere felis sed lacus.",2021-07-12,Accepted
629,35,155,"Donec dapibus.",2021-08-21,Accepted
630,167,40,"Cras pellentesque volutpat dui.",2021-08-28,Rejected
631,850,84,"Praesent lectus.",2021-09-10,New
632,626,84,"Etiam justo.",2021-08-04,Delivering
633,583,151,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",2021-10-11,Rejected
634,280,169,"Fusce consequat.",2021-08-08,New
635,468,190,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",2021-07-16,Closed
636,894,76,"Curabitur convallis.",2021-10-15,Delivering
637,94,152,"Aliquam erat volutpat.",2021-09-04,Rejected
638,92,122,"Morbi a ipsum.",2021-09-21,Closed
639,688,98,"Praesent blandit lacinia erat.",2021-07-13,New
640,836,109,"Proin interdum mauris non ligula pellentesque ultrices.",2021-07-25,Closed
641,750,41,"Quisque porta volutpat erat.",2021-09-11,Accepted
642,753,136,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",2021-10-11,Rejected
643,788,110,"Quisque id justo sit amet sapien dignissim vestibulum.",2021-09-01,Accepted
644,676,195,"Quisque ut erat.",2021-10-20,Closed
645,4,177,"Vivamus vestibulum sagittis sapien.",2021-08-31,Delivering
646,200,150,"Integer ac neque.",2021-09-25,Rejected
647,532,101,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2021-09-28,Rejected
648,920,106,"Fusce consequat.",2021-10-10,New
649,754,13,"Mauris lacinia sapien quis libero.",2021-07-04,Accepted
650,606,165,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",2021-09-07,Rejected
651,679,34,"Morbi a ipsum.",2021-10-21,Closed
652,32,32,"Integer tincidunt ante vel ipsum.",2021-07-12,Closed
653,427,178,"Morbi quis tortor id nulla ultrices aliquet.",2021-07-26,Delivering
654,440,135,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",2021-07-20,Closed
655,666,197,"Morbi porttitor lorem id ligula.",2021-07-28,Rejected
656,935,170,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",2021-07-08,Accepted
657,35,6,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2021-08-17,Delivering
658,828,22,"In hac habitasse platea dictumst.",2021-09-19,Accepted
659,429,20,"Morbi ut odio.",2021-10-09,Delivering
660,804,49,"Quisque id justo sit amet sapien dignissim vestibulum.",2021-08-23,Delivering
661,241,84,"Fusce posuere felis sed lacus.",2021-10-03,Rejected
662,747,130,"Aenean sit amet justo.",2021-07-13,Closed
663,840,39,"Nulla ac enim.",2021-08-06,Closed
664,777,45,"Morbi non quam nec dui luctus rutrum.",2021-09-04,Closed
665,848,60,"Nunc purus.",2021-09-21,Delivering
666,457,70,"Aenean auctor gravida sem.",2021-10-16,Accepted
667,290,85,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",2021-07-23,New
668,495,127,"Duis bibendum.",2021-09-28,New
669,101,5,"Phasellus sit amet erat.",2021-07-07,Delivering
670,24,90,"Suspendisse potenti.",2021-09-22,Delivering
671,163,69,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2021-08-25,Delivering
672,847,142,"Donec vitae nisi.",2021-10-11,Rejected
673,723,142,"In eleifend quam a odio.",2021-09-10,Rejected
674,686,133,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2021-08-03,Closed
675,508,176,"In hac habitasse platea dictumst.",2021-08-15,Accepted
676,792,149,"Aliquam sit amet diam in magna bibendum imperdiet.",2021-09-28,Rejected
677,852,40,"Donec semper sapien a libero.",2021-10-04,Rejected
678,857,105,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",2021-09-11,New
679,161,186,"Sed sagittis.",2021-07-07,Delivering
680,144,164,"Donec vitae nisi.",2021-08-20,New
681,765,49,"Quisque id justo sit amet sapien dignissim vestibulum.",2021-09-15,New
682,570,112,"Proin at turpis a pede posuere nonummy.",2021-09-07,New
683,826,136,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2021-07-05,Closed
684,767,146,"Nulla tellus.",2021-10-19,Delivering
685,761,51,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2021-08-16,Closed
686,935,164,"Nulla ac enim.",2021-07-15,Rejected
687,11,92,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",2021-07-08,Rejected
688,493,197,"Mauris lacinia sapien quis libero.",2021-08-02,Delivering
689,401,115,"Aenean sit amet justo.",2021-10-10,Closed
690,824,195,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2021-10-05,Rejected
691,386,86,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",2021-08-14,Closed
692,987,143,"Aenean lectus.",2021-09-20,Closed
693,352,157,"Nulla ac enim.",2021-08-31,Closed
694,897,17,"Phasellus id sapien in sapien iaculis congue.",2021-07-06,Delivering
695,921,42,"Nulla tellus.",2021-08-25,Accepted
696,637,178,"Duis at velit eu est congue elementum.",2021-07-01,Delivering
697,742,117,"Mauris sit amet eros.",2021-07-24,Delivering
698,800,81,"Morbi vel lectus in quam fringilla rhoncus.",2021-10-08,Accepted
699,668,147,"In hac habitasse platea dictumst.",2021-08-21,Delivering
700,470,119,"Aliquam sit amet diam in magna bibendum imperdiet.",2021-07-22,Delivering
701,664,162,"In congue.",2021-10-05,Accepted
702,745,112,"Sed ante.",2021-08-14,New
703,507,23,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",2021-09-14,Rejected
704,209,163,"Proin interdum mauris non ligula pellentesque ultrices.",2021-09-17,Accepted
705,122,123,"Maecenas ut massa quis augue luctus tincidunt.",2021-10-08,Rejected
